company,company_rating,location,job_title,job_description,salary_estimate,company_size,company_type,company_sector,company_industry,company_founded,company_revenue
"Quirch Foods
3.0",3.0,"Coral Gables, FL",Data Engineer,"About Quirch Foods
In business for over 50 years, Quirch Foods is a global distributor and exporter of fresh and frozen food products with a unique focus on ethnic cultures. We service our customers from 5 distribution centers strategically located in the United States. We have consistently been ranked among the top 50 exporters in the US and are one of the largest importers of seafood. Our customers include independent grocers, chain supermarkets, foodservice distributors, cruise lines, restaurants and food processors/manufacturers. We have an extensive product list with over 8,000 SKU's and carry niche brands such as Panamei, Mambo and Chiquita along with national brands like Tyson, IBP, Excel, JBS, Iowa Premium, Smithfield, Dietz & Watson, along with many others. We are headquartered in Coral Gables, FL.
Quirch is a portfolio company of Palladium Equity Partners, a leading mid-market private equity fund based in New York City, which partnered with the Executive Team to capitalize on Quirch Foods’ record of excellence and to grow it decisively beyond its current business.
Position Summary
At Quirch Foods we believe in leveraging technology as a source of competitive advantage. This includes customized ERP Solutions, Business Intelligence, EDI, Web and Mobile Solutions. We are currently looking for a Data Engineer to join our development efforts.
Essential Duties and Responsibilities:
Develop, test and maintain custom business solutions by leveraging state of the art software development practices using an agile methodology
Evaluate business requirement and help define problems and develop solutions
Participate in design and architecture discussions with business leaders, end users and IT team members
Document business requirements and solution, document code and provide support for creation of end user documentation
Update business knowledge, technical skills and soft skills, leverage educational opportunities, participate in professional organizations
Experience:
MS SQL Programming
Visual Studio\C#\WPS Experience
Microsoft SSAS, SSIS, SSRS desired but not required
Biztalk experience desired but not required
Skills and Requirements:
Bachelor’s degree in Computer Science, Engineering, Math or equivalent and\or related experience and training preferred
Strong analytical and problem-solving skills
Strong collaborator and team player
Great organizational skills, attention to detail and follow thru
Effective oral and written communication skills
Extensive familiarity with data management principles
Benefits:
Professional growth and developmental opportunities to grow your skills using state of the art technology
Comprehensive benefits package that includes: Medical, Dental, Prescription Drug Plan, Disability Plan, Life insurance Plan
401K savings Plan
Paid Holidays
Personal Time off
Employee Discounts
Quirch Foods is an Equal Opportunity Employer (EOE). Qualified applicants are considered for employment without regard to age, race, color, religion, sex, national origin, sexual orientation, disability, or veteran status. All applicants must be eligible to work in the United States.
Job Type: Full-time
Benefits:
401(k)
Dental insurance
Health insurance
Life insurance
Paid time off
Vision insurance
Experience level:
3 years
4 years
5 years
Schedule:
8 hour shift
Monday to Friday
Ability to commute/relocate:
Coral Gables, FL 33134: Reliably commute or planning to relocate before starting work (Required)
Application Question(s):
What is your desired compensation?
Experience:
Informatica: 1 year (Preferred)
SQL: 1 year (Preferred)
Data warehouse: 1 year (Preferred)
Data Engineering: 1 year (Preferred)
Work Location: In person","$89,340 /yr (est.)",201 to 500 Employees,Company - Private,Retail & Wholesale,Wholesale,1967,$500 million to $1 billion (USD)
"ECI - Sacramento
4.4",4.4,Remote,Healthcare Data Quality/Engineer/SAS SME (FT),"Healthcare Data Quality / Data Engineer / SAS SME

Senior Healthcare SAS Data Quality Management SME
Location: remote
24-months.
Must have 10-years working in Information Technology or related field, and those years must include the following experiences:
Minimum of three (3) years of experience interpreting, analyzing and applying HIPAA health care transaction requirements.
Minimum of three (3) years of functional experience within an organization with a large, complex data set.
Minimum of three (3) years of experience gathering, documenting, and designing and applying data quality requirements and data standards.
Minimum of three (3) years of experience with implementing electronic tools/software to support data quality requirements.
Minimum of three (3) years of experience establishing a framework for enterprise data quality.

Others:
Experience working on Medi-Cal, or another Medicaid, as a Data Quality Analyst, Business Analyst, or Business Intelligence Analyst.
Experience with tools focused on business intelligence dashboards and reports, such as Statistical Analysis Software (SAS), Microsoft PowerBI or Tableau.
Experience applying data quality management concepts and the Data Management Body of Knowledge (DMBOK) or similar methodology.
Experience in the creation and implementation of data quality service level agreements.
A bachelor's degree from an accredited college or university.



About ECI - Sacramento:

Estrada Consulting, Inc. (ECI) delivers technology-enabled services and solutions to clients all over the USA and British Columbia. We provide system integration, custom application development, data warehouse and business intelligence, project management, custom reporting solutions and consulting services to mid-size and large enterprises in all major industries. The Company headquarters is in Sacramento, California, and was established in year 2000. Visit http://www.estradaci.com/ to learn about our projects, managed services, awards and certifications delivering value for a range of businesses and government agencies.",$70.00 /hr (est.),51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,2000,Unknown / Non-Applicable
"Iron Bow Technologies
3.5",3.5,"Washington, DC",Sr. Data Center Engineer,"Iron Bow Technologies is seeking a Sr. Data Center Engineer to support our Federal customer, The Department of Justice (DOJ), Criminal Division (CRM), in Washington, DC. The selected candidate will support our flexible and scalable solution with the DOJ CRM to extend cloud-native features to existing legacy and next-generation applications while also future proofing the infrastructure to easily accommodate future requirements, such as transitioning to a public cloud.
This position is hybrid and requires 2 days a week onsite at the customer location in NW Washington, DC and support at the customer data center as needed in Sterling, VA.
Essential Duties and Responsibilities:
Assess and provide VMware solutions to include vCenter, vSphere, SRM, ESXi
Primary storage solutions and data file storage management, NAS file storage solutions
Data Center blade servers and rack servers
Server virtualization
Experience:
10 years of related experience providing system administration support in a virtualized environment, including at least 6 years of VMWare solutioning, including vCenter, vSphere, SRM, and ESXi
Data Center operations experience, with SAN and NAS
Experience supporting primary storage solutions and data file storage management, NAS file storage solutions
Hands on experience with Data Center blade and rack servers
Ability to work staggered shift hours when needed to support critical coverage and/or time-sensitive needs
Be a member of our Team providing coordinated 24x7 IaaS on-call support
U.S. Citizen
Currently hold or obtain/maintain a Public Trust High clearance
Education:
BS in Computer Science, Information Science, or other relevant discipline is preferred – additional years of experience may be considered in lieu of the degree
Preferred Certifications:
VMware Certified Professional
Primary storage certifications such as HPE, Dell-EMC, NetApp, or Pure Storage
VCP-DCV
Travel Requirements:
No travel
PRINCIPALS ONLY. NO AGENCIES PLEASE. MUST BE A US CITIZEN ABLE TO OBTAIN A PUBLIC TRUST SECURITY CLEARANCE.
Iron Bow Technologies is a leading IT solution provider dedicated to successfully transforming technology investments into business capabilities for government, commercial and healthcare clients. Our depth of technical expertise, global reach and strategic partnerships with industry leaders as well as disruptive technology partners uniquely positions Iron Bow to target the right solution to ensure your successful business outcome. We partner with our clients from planning and implementation through ongoing maintenance and management to deliver solutions that are strong, flexible and on target .
Iron Bow Technologies is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.
#LI-TM1",#N/A,501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,1983,$500 million to $1 billion (USD)
TEKletics,#N/A,"Scottsdale, AZ",Azure Data Engineer,"Azure Data Engineer
Tekletics is an information technology company focused on providing quality resources to support our customers needs. Successful candidates will work with world class organizations to deliver projects. Each candidate is required to have a strong work ethic and the ability to handle high pressure situations.
A little about this role:
As the Azure Data Engineer, you are primarily responsible for the collection and transformation of data across a multitude of data sources. This individual is also responsible for the optimization of the environment, structure, and processes associated with said data.
A day in the life:
Data Warehouse - As the Azure Data Engineer, you are responsible for the data warehouse design, development, testing, support, and configuration. You will review business requests for data warehouse data and data warehouse usage. You will also research data sources for new and better data feeds ensuring consistency and integration with existing warehouse structure.
Data Collection – You will be responsible for developing automated data pipelines and/or data integrations within the Azure Synapse environment. You will use SQL, Python scripts and Azure Functions to automate data collection from a wide variety of sources.
o API utilization – ability to leverage REST APIs as needed.
Data Transformation – You will create BI (Business Intelligence) and Data Warehousing cube design. You will create and manage ETL/ELT processes to transform and load data into data warehouse for reporting and analytics.
Data Optimization – As the Azure Data Engineer, you will create and maintain standards and policies. You will identify, design, and implement internal process improvements, including automation of manual processes and optimization of data delivery. You will continuously improve data reliability, efficiency, and quality.
Training – Identify and demonstrate techniques to optimize reporting for Data Visualization Analyst, provide and participate in internal and external training sessions, and produce documentation to support understanding and learnings around the Presence data/reporting environment.
This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Projects and responsibilities may change at any time with or without notice due to our business, industry, and/or market changes.
What we are looking for:
Previous experience using SQL, Python scripts and Azure Functions
Experienced in Azure Synapse environment
Experience designing, building, and maintaining data processing system
Dependable, extroverted, diplomatic person, able to problem-solve successfully with a wide variety of people and issues
Attention to detail and strong organizational skills, self-motivated
Ability to work independently while being a strong team player
Ability to mentor junior level developers
Passion for innovation and “can do” attitude to thrive in a fast-paced environment
Proficient in time management and adhering to deadlines
Knowledge and interest of the natural products/brands and retail landscape is a plus
Proficient computer (MS Office applications) and data-mining skills
Flexibility to successfully multi-task in a fast-paced environment with a positive attitude
Regular and predictable attendance is required
Ability to manage time and deadlines
Job Type: Full-time
Pay: $79,947.00 - $142,509.31 per year
Experience level:
3 years
Schedule:
8 hour shift
Ability to commute/relocate:
Scottsdale, AZ: Reliably commute or planning to relocate before starting work (Required)
Experience:
Azure: 3 years (Required)
SQL: 3 years (Required)
Data warehouse: 3 years (Required)
Work Location: In person","$111,228 /yr (est.)",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
"Pfizer
4.1",4.1,"Tampa, FL","Senior Associate, Regulatory Quality Assurance Data Engineer","Pfizer has established a chief digital office which will lead the transformation of Pfizer into a digital powerhouse that will generate patient superior patient experiences that will result in better health outcomes.
As a member of the Digital Health Medicines and AI, Corporate Functions Data Solutions & Engineering team, you will help to realize Pfizer Digital strategy on the cloud by designing and deploying analytic solutions, work with high performing teams, and building lasting relationships with our business colleagues. This digital program will provide you with solid foundational understanding of the data types that drives business insights through data science and enterprise BI reporting solutions.
This role requires you to provide solution development and operations support for our Regulatory Quality Assurance (RQA) Domains (Audit Planning, Audits Made Easy, RQA Metrics, etc.). It will require you to maintain, enhance and provide operations support of our RQA solutions while leveraging our Data Hub, Dataiku, Snowflake, and data visualization product (Spotfire).
As the Senior Associate RQA Data Engineer, you will help in the pursuit of the Pfizer Digital strategy on the cloud by designing data products that drive business insights. You will be hands on and have opportunities to lead a group of vendors resources. You will be expected to partner with Digital Colleagues, (Enterprise Architecture, Client Partners, and Data Scientists, etc.) and Business Unit stakeholders to develop and sustain the RQA analytics strategy and data architecture. Data engineers also partner with solution development teams to ensure use case delivery goals are met while adhering to data architecture principles, guidelines, and standards.
Role Responsibilities
Reporting to the Senior Manager, Finance Sales Procurement Solution Delivery & Engineering, and as the Senior Associate RQA Data Engineer you will be responsible for data modeling, building/enhancing data interfaces, web applications, and visualizations that deliver insights that drive impactful business outcomes.
High level responsibilities may include (but are not limited to):
Leading the gathering, analysis and documentation of business and technical requirements
Create test plans, test scripts, and perform data validation
Enhance the design of the existing RQA Cloud Data Lake, Dataiku workflows, interface APIs, Web Apps, and our Spotfire dashboards.
Design automated solutions for building, testing, monitoring, and deploying ETL tools.
Develop internal APIs and DSS data solutions for thousands of end-users to power Audit applications and promote connectivity.
Opportunities to lead development teams that are driven to build impactful data products and visualizations
Perform root cause analysis and resolve Level 3 production and data issues
Coordinate with backend engineering team to analyze data to improve the efficiency, and speed of the application as well maintain elevated levels of data quality and data consistency.
Tune SQL queries, reports and ETL pipelines
Build and maintain data dictionary and process documentation
Present solutions to leadership, management, architects, and developers.
Work in conjunction with our cloud engineering staff, and partner with project managers, and analysts to deliver insights to the business
Professional Experience and Educational Requirements
Required:
Applicant must have a Bachelor’s degree with three years of relevant experience; OR Master’s degree with one year of relevant experience; OR Associate's degree with six years of relevant experience; OR eight years of relevant experience with a high school diploma or equivalent
At least 2 years of experience in data engineering, and/or reporting & analytics
Fundamental understanding of Data warehousing, data modeling, and data transformation
Exposure to web application development platforms such as Angular/Spring Boot; this is a must have.
Fundamental understanding of Cloud data warehouse solutions (Snowflake, Redshift, Spark, etc).
Working experience with one or more general purpose programming languages, including but not limited to: SQL, Java, Scala, Python, or JavaScript
Nice to Have:
Prior experience with data preparation and ETL: Dataiku, Informatica, Talend, Alteryx, etc is a major plus
Understanding of compliance and audit processes for GxP, SOX etc. is a plus
Cloud computing, machine learning, text analysis, NLP & Web development experience is a plus
Knowledge of Graph Databases (Neo4j, Titan, etc.) and query syntax is a plus
Experience with Semantic technologies and approaches is a plus
Full stack development using infrastructure cloud services (AWS preferred) and cloud-native tools and design patterns (Containers, Serverless, Docker, etc) is a plus and Open-Source technologies is a plus
Experience with sourcing and modeling data from application APIs
Prior experience with AWS Cloud stack (ECC, S3, Redshift) or Google Cloud Platform
Experience designing complex and inter - dependent data models for analytic, Machine learning use cases
Experience with Software engineering best-practices, including but not limited to version control (Git, TFS, Subversion, etc.), CI/CD (Jenkins, Maven, Gradle, etc.), automated unit testing, Dev Ops
Professional and Leadership Characteristics
Creative: Able to bring forth innovative ideas to improve our existing practices and takes calculated risks to innovate new capabilities within Pfizer Digital Business Analytics, with a focus on data products and analytics solutions
Analytical Thinker: Understands how to synthesize facts and information from varied data sources, both new and pre-existing, into discernable insights and perspectives; takes a problem-solving approach by connecting analytical thinking with an understanding of business drivers and how BA can provide value to the organization
Adaptable: Demonstrates flexibility in the face of shifting targets, thrives in new situations
Pioneering: Pushes self and others to think about new innovation and digital frontiers and ways to conquer them
Ambiguity Tolerant: Successfully navigates ambiguity to keep the organization on target and deliver against established timelines
Strong Data and Information Manager: Understands and uses analytical skills/tools to produce data in a clean, organized way to drive objective insights
Exceptional Communicator: Can understand, translate, and distill the complex, technical findings of the team into commentary that facilitates effective decision making by senior leaders; can readily align interpersonal style with the individual needs of customers
Highly Collaborative: Manages projects with and through others; shares responsibility and credit; develops self and others through teamwork; comfortable providing guidance and sharing expertise with others to help them develop their skills and perform at their best; helps others take appropriate risks; communicates frequently with team members earning respect and trust of the team
Proactive Self-Starter: Takes an active role in one’s own professional development; stays abreast of analytical trends, and cutting-edge applications of data

Work Location Assignment: Flexible
The annual base salary for this position ranges from $72,700.00 to $121,200.00. In addition, this position offers an annual bonus with a target of 7.5% of the base salary. Benefits offered include a retirement savings plan, paid vacation, holiday and personal days, paid caregiver/parental and medical leave, and health benefits to include medical, prescription drug, dental and vision coverage in accordance with the terms and conditions of the applicable plans. Salary range does not apply to the Tampa, FL location.
Relocation assistance may be available based on business needs and/or eligibility.
Sunshine Act
Pfizer reports payments and other transfers of value to health care providers as required by federal and state transparency laws and implementing regulations. These laws and regulations require Pfizer to provide government agencies with information such as a health care provider’s name, address and the type of payments or other value received, generally for public disclosure. Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed physicians may constitute a reportable transfer of value under the federal transparency law commonly known as the Sunshine Act. Therefore, if you are a licensed physician who incurs recruiting expenses as a result of interviewing with Pfizer that we pay or reimburse, your name, address and the amount of payments made currently will be reported to the government. If you have questions regarding this matter, please do not hesitate to contact your Talent Acquisition representative.
EEO & Employment Eligibility
Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.
Information & Business Tech
#LI-PFE","$96,950 /yr (est.)",10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1849,$10+ billion (USD)
"Solect
3.4",3.4,"San Francisco, CA",Senior Data Engineer,"Job Locations US-CA-San Francisco | US-TX-Houston
Posted Date 1 month ago(4/7/2023 5:15 PM)
# of Openings
1
Category
Enterprise Technology
Job ID
2023-2250
Overview
Company Overview
Pattern Energy is a leading renewable energy company that develops, constructs, owns, and operates high-quality wind and solar generation, transmission, and energy storage facilities. Our mission is to transition the world to renewable energy through the sustainable development and responsible operation of facilities with respect for the environment, communities, and cultures where we have a presence.

Our approach begins and ends with establishing trust, accountability, and transparency. Our company values of creative spirit, pride of ownership, follow-through, and a team-first attitude drive us to pursue our mission every day. Our culture supports our values by fostering innovative and critical thinking and a deep belief in living up to our promises.

Headquartered in the United States, Pattern has a global portfolio of more than 35 power facilities and transmission assets, serving various customers that provide low-cost clean energy to millions of consumers.
Responsibilities
Job Purpose
Pattern Energy is embarking on a major business transformation to scale processes and systems to enable the significant growth of our business. One critical aspect of this transformation is building an enterprise data architecture capable of supporting strong enterprise analytical capabilities and interconnected data across functions for improved and real-time decision making. This new role of Senior Data Engineer will be instrumental in building this future.

The Senior Data Engineer will help guide Pattern’s journey by building novel and modern tools, pipelines, and data systems. Through lived experience this role will act in a key strategic resource in our transition from siloed, disparate data assets to a grand, unified, data estate. The senior data engineer will lead development of data systems, namely data lakehouse pipeline, and analytics environments to support data lifecycles across the business. These tools will help drive our efforts toward democratization of data, reducing duplication of effort, and adding value to the data stream.

Key Accountabilities
Work with the Data team to understand and interpret use cases around the business and develop tools/systems to support data lifecycle from the point of production to the point of consumption.
Implement modern technology and concepts to enable Pattern teams’ design of enterprise-grade systems capable of achieving data goals.
Develop pipelines and analytics tools, including automations wherever possible
Templatize these solutions to help our adoption of infrastructure-as-code
Qualifications
Experience/Qualifications/Education Required
Previous experience in building enterprise data lifecycle and cloud solutions.
5-7+ years experience, specific to data management, analytics, or data reporting.
B.S. in a technical field with M.S. preferred.
Significant experience delivering Data solutions using the Azure cloud stack
Experience with database, data lake, lakehouse design concepts and the use of SQL.
Experience with transformations and reporting solutions, namely Power BI
Experience with environment management, release management, code versioning, deployment methodologies, and CI/CD tools
Additional Requirements

Demonstrated excellence and ability to learn new programming skills and languages.
Strong understanding of security and governance principles, including access policies
Proven record of excellent communication and cooperation with varied stakeholders.
Renewable energy industry experience is strongly preferred.
Demonstrated experience building scalable data models & ingestion pipelines from a variety of systems including Enterprise Applications (e.g. ERP, CRM), Operational Assets (e.g. SCADA), Big Data (e.g. Weather or product configuration simulators).
Technical Skills
Experience throughout the Microsoft Integrated Data Platform (IDP) and related stacks including, but not limited to:
Azure, AAD, Synapse, Purview, Data Lake, Delta Lake, and Lakehouse design
Azure Data Factory, Data Explorer, Logic Apps, Power Automate
Databricks; PySpark, and optimized resource consumption, therein
The expected starting pay range for this role is $95,000 - $129,000 USD. This range is an estimate and base pay may be above or below the ranges based on several factors including but not limited to location, work experience, certifications, and education. In addition to base pay, Pattern’s compensation program includes a bonus structure for full-time employees of all levels. We also provide a comprehensive benefits package which includes medical, dental, vision, short and long-term disability, life insurance, voluntary benefits, family care benefits, employee assistance program, paid time off and bonding leave, paid holidays, 401(k)/RRSP retirement savings plan with employer contribution, and employee referral bonuses.

Pattern Energy Group is an Equal Opportunity Employer.","$112,000 /yr (est.)",51 to 200 Employees,Company - Private,"Energy, Mining & Utilities",Energy & Utilities,2009,$25 to $100 million (USD)
"Petrolink International
2.9",2.9,"Houston, TX",Data Analysis Engineer,"Location:
Houston, Texas, U.S.A.
Job Type:
Full-time
Job Description:
Petrolink is a global company that specializes in user-driven technology for the Energy Industry.
We are looking for a Data Analysis Engineer to assist with creating and delivering algorithms primarily used by our engineering solutions.
This position is based in our U.S. office in Houston, Texas.
Duties & Responsibilities:
Research and provide logic for engineering solutions algorithms.
Collaborate with Subject Matter Experts (Drilling Engineers, Mud loggers, Pore Pressure Analysts, and other specialists from the Drilling Industry) to understand different challenges in the Drilling Industry and the practices in place to address/solve these challenges.
Code the algorithms using C# to run on Petrolink’s proprietary analytics engine.
Develop, test, and maintain algorithms.
Support escalations related to issues in algorithms.
Learn existing algorithms to provide support when required.
Prepare training material and sessions for stakeholders as part of the production release.
Skills & Qualifications:
Proficient in C#.
Experience with Python is an advantage.
Knowledge in drilling practices, and ability to speak to other drilling experts and capture requirements and logic.
Knowledge in drilling performance KPIs is an advantage.
Prior experience with WITSML is an advantage.
Function and communicate well in a team having diverse expertise.
Bi-lingual (English and Spanish) preferred.
At least 2 years’ relevant experience.
Benefits:
Health insurance
Dental insurance
401(k) with matching
Health savings account
Life insurance
Long-term disability
This job description is intended to explain the general nature and level of work being performed. Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.
Applicants must be legally authorized to work in the United States for any employer.
To apply for this position, applicants must meet the above criteria.
Interested applicants fulfilling the above criteria, please send your resume to careers.usa@petrolink.com.","$81,133 /yr (est.)",201 to 500 Employees,Company - Private,Information Technology,Information Technology Support Services,#N/A,Unknown / Non-Applicable
"Nisum
4.0",4.0,Remote,Data Engineer GB4790,"Location: Remote, USA
Team: Data Science & Analytics
Work Type: Full Time
Nisum is a leading global digital commerce firm headquartered in California, with services spanning digital strategy and transformation, insights and analytics, blockchain, business agility, and custom software development. Founded in 2000 with the customer-centric motto “Building Success Together®,” Nisum has grown to over 1,800 professionals across the United States, Chile,Colombia, India, Pakistan and Canada. A preferred advisor to leading Fortune 500 brands, Nisum enables clients to achieve direct business growth by building the advanced technology they need to reach end customers in today’s world, with immersive and seamless experiences across digital and physical channels.

What You'll Do
Defines, designs, develops, and test software components/applications using Spark, Sql, and PySpark.
Building solutions using a variety of open-source tools Microsoft Azure services and a proven track record in delivering high-quality work to tight deadlines.
Ability to work with the customer as part of the Agile model of delivery.
Design and Build Modern Data Pipelines and maintain data warehouse schematics, layouts, architectures, and relational/non-relational databases for data access and Advanced Analytics
What You Know
Hands-on distributed computing development experience using PySpark, Spark SQL, and Databricks delta tables.
Should have experience in structured streaming, stateless, and state full.
Familiarity with Azure resources (AKV, Managed identity, SPN, ADLS, etc..).
Must have good craftsmanship skills including unit testing, and code quality, and be a creative thinker/problem solver.
Experience in CICD and operation tooling integrations is a plus.
#Li-Remote
Education
Bachelor’s degree in Computer Science, Information Systems, Engineering, Computer Applications, or related field
Benefits
In addition to competitive salaries and benefits packages, Nisum US offers its employees some unique and fun extras:
Professional Development - We offer in-house technical training and professional learning programs aimed at developing skills across a broad spectrum of topics such as technology, leadership, role-based training, and process expertise. We also offer an annual stipend for employees to attend external courses in order to maintain professional certifications
Health & Wellness Benefits - We believe that your health and welfare are important, and we strive to ensure that you have affordable options available to you, including some plans that are subsidized for employees and their families by up to 90%. We also have dental and vision plans in the US where Nisum pays 100% of premiums for employees
Volunteerism Pay - We believe in giving back and in the US, our employees are eligible for up to 40 hours of paid time off each year to volunteer towards the causes that they are most passionate about. This is in addition to personal PTO and paid holidays
Additional Benefits - We offer all the other important benefits to keep employees and their families healthy and financially secure, such as 401(k) retirement savings with a company match, pre-tax parking and transit programs, disability insurance, and Basic Life/AD&D, alongside exclusive employee discounts on a wide variety of products and services
Compensation Band
$120-125k per year
Nisum is an Equal Opportunity Employer and we are proud of our ongoing efforts to foster diversity and inclusion in the workplace.","$122,500 /yr (est.)",1001 to 5000 Employees,Company - Private,Information Technology,Information Technology Support Services,2000,Unknown / Non-Applicable
"CEDENT
5.0",5.0,"Phoenix, AZ",Big Data Support Engineer for cloud migration project-Remote,"Title: Big Data Support Engineer for cloud migration project @ Phoenix, AZ or Remote
Terms of Hire: 12 months.
Salary: $ Open K/ YR + Benefits.
Job Summary

Years of Experience: 5 – 7
Bachelor’s Degree: Computer Science or engineering
Start Date: ASAP
Interview Type: Video

Job duties:
Big Data Engineer position for cloud migration project
Writing pyspark & hive code to build use case.
Design solution
Troubleshoot production issue
Discussing business requirement with product team
Write and Execute test case.
Skill Requirements:
5 to 7 years of experience in big data space
Should be good in Hadoop concepts and technology
Hands on working experience on Pig, Hive, Sqoop, Spark, Python, Shell scripting.
Good understanding of Data processing using big data tools.
Experience in optimizing Hadoop jobs and spark jobs
Experience and knowledge of building REST web services.
AWS cloud experience is must
Programming experience in UNIX and Python
Good communication skill
SHOULD HAVE EXPERIENCE WITH OOZIE SCHEDULING
SHOULD BE FAMILIAR WITH AGILE METHODOLOGY
SHOULD HAVE STRONG HOLD ON SQL QUERIES
SHOULD BE AWARE OF USING GIT REPO AN D RESPECTIVE COMMANDS

You Will Enjoy:
An opportunity to be a part of a great culture, an awesome team, a challenging work environment, and some fun along the way!
Apply today to learn more and be part of our Growth story.
All applications will be kept strictly confidential and once shortlisted, our team will be in touch with you for further discussions.","$81,771 /yr (est.)",1 to 50 Employees,Contract,Information Technology,Computer Hardware Development,#N/A,Less than $1 million (USD)
"shaped.ai Inc.
4.0",4.0,"New York, NY",Data Engineer,"Hello! We’re building the future of content discovery infrastructure with AI — come join us!

Shaped (YC W22) is an API for developers to seamlessly add personalized ranking and recommendation to their products. These frictionless discovery experiences help end-users find what they want faster, and, consequently, grow conversion and engagement business metrics. Behind the scenes, we’re building state-of-the-art ML infrastructure for training and deploying large AI models to power our personalization engine.
We’re a seed stage start-up backed by top-tier investors (e.g. Y-Combinator, Susa Ventures, Tribe Capital etc…) and executives (e.g. Google, Amazon, Uber, Dropbox etc…). Our team comes from Meta, Google, Apple and Uber. We’re a remote team but have a small office in Brooklyn, New York.
We’ve been lucky to have a huge amount of success since our initial launch earlier this year and now looking to expand our real-time data engineering capabilities. We are looking for a data engineer to design, build and optimize Shaped's real-time streaming data ingestion endpoints. You will be a founding engineer working on state-of-the-art infrastructure. As one of Shaped’s early employees you will help shape our product, culture and vision.
This role is for a full-time data engineer at $120k - $200k a year and 0.1 - 0.5% equity.

Responsibilities:
Manage the unification of our batch and real-time data processing pipelines.
Work on our real-time and batch data ingestion pipelines using modern data engineering pipelines/streams.
Work closely with a small team to inform the roadmap and co-develop a strong engineering culture with best practices.
Work on our real-time and batch data ingestion pipelines using modern data engineering pipelines/streams.
Work closely with a small team to inform the roadmap and co-develop a strong engineering culture with best practices.
Requirements:
Bachelor's in computer science, data science or mathematics related field. Master's degree or PhD will be advantageous.
5+ years of data engineering experience, ideally applied to machine learning use-cases.
Experience with AWS or common cloud technologies
Proficient with Python, SQL.
Extensive knowledge of both offline and online large scale data processing frameworks: Spark, Beam, Flink.
Extensive knowledge with stream technologies like Kakfa or Kinesis.
Excellent written and verbal communication skills.
We’re excited to work with you. Come build the future of AI and discovery with us!","$160,000 /yr (est.)",1 to 50 Employees,Company - Private,#N/A,#N/A,#N/A,Unknown / Non-Applicable
